MSZoning,Street,Alley,LandContour,LotConfig,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,MasVnrType,Foundation,Heating,CentralAir,Electrical,FireplaceQu,GarageType,PavedDrive,MiscFeature,SaleType,SaleCondition,Neighborhood,Exterior1st,Exterior2nd,MSSubClass,ExterQual,ExterCond,BsmtQual,BsmtCond,HeatingQC,KitchenQual,GarageQual,GarageCond,PoolQC,LotShape,Utilities,LandSlope,BsmtExposure,BsmtFinType1,BsmtFinType2,Functional,GarageFinish,Fence,LotFrontage,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,BsmtUnfSF_to_TotalBsmtSF,BsmtFinSF,BsmtFinSF_to_TotalBsmtSF,TotalBsmtSF_to_LotArea,FlrSF,LowQualFinSF_to_FlrSF,LowQualFinSF_to_GrLivArea,GrLivArea_to_FlrSF,GrLivArea_to_LotArea,BedroomAbvGr_to_AbvGrRoom_Total,KitchenAbvGr_to_AbvGrRoom_Total,PorchSF_Total,GarageArea_to_GarageCars,LotArea,BsmtFinSF2,LowQualFinSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YearBuilt,YearRemodAdd,GarageYrBlt,YrSold,TimeSince_YearBuilt,TimeSince_YearRemodAdd,TimeSince_GarageYrBlt,OverallQual,OverallCond,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,MoSold,BsmtBath_Total,AbvGrBath_Total,AbvGrRoom_Total,QuSold
3,1,2,1,0,2,1,3,5,0,0,2,4,2,1,3,1,3,2,2,2,3,8,4,5,6,4,3,4,3,5,4,3,3,-1,4,4,1,1,6,1,8,2,-1,-0.14606186890022696,1.2307080340610967,0.7975366678031963,-0.8875761340355985,-0.40402913375017846,-0.7996241642789168,1.17023905726717,0.5285310838488463,0.3838990466382944,-0.9503365061005771,0.8418197133260198,-1.057913729213314,0.7223046859850114,1.0452055408443526,-0.18254957763707355,0.5364723801253328,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,0.6105552382759888,-0.8803146292572397,-1.193144390583042,0.472863454385642,0.24006789677578663,1,0,0,0,0,0,0,0,0.9492753623188417,0.8833333333333329,0.9363636363636338,0.5,0.03676470588235294,0.09836065573770493,0.04672897196261682,7,5,1.0,0.0,2,1,3,1,8,0,2.0,2,1.0,3,11,1
3,1,2,1,2,1,1,3,3,0,0,1,2,2,1,3,3,3,2,2,2,3,5,1,1,4,3,3,4,3,5,3,3,3,-1,4,4,1,4,5,1,8,2,-1,0.5468519601762732,-0.8184522050061466,1.011470983119935,-0.43438838391367046,0.5081765788320601,0.4291513926347134,-0.871454313985703,-0.3827548242526742,-0.00460210105824145,1.2137141836949283,-1.0713069393887342,-0.8934943995174683,0.9386216678021422,0.9091620831593339,0.32833919683132295,-0.374714784697351,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,-0.4085473664765829,0.3537015464700884,-0.01465324885338359,-1.266998078674894,-0.7254297340040035,1,0,0,0,0,0,0,0,0.7536231884057969,0.43333333333333,0.6909090909090878,0.25,0.22794117647058823,0.5245901639344263,0.2897196261682243,6,8,0.0,1.0,2,0,3,1,6,1,2.0,5,1.0,2,8,2
3,1,2,1,0,2,1,3,5,0,0,2,4,2,1,3,3,3,2,2,2,3,8,4,5,6,4,3,4,3,5,4,3,3,-1,3,4,1,2,6,1,8,2,-1,-0.0006305999798231788,1.193872911633471,0.5713248067458515,-0.04808336222462749,-0.2537873868375012,-0.5685331096444594,1.1728955918634405,0.6591119034438522,0.6419895777914169,-0.9503365061005771,0.6684529636308231,-0.14019461471520966,0.4948075890574939,0.22937329386472288,-0.5684084773938609,0.6676090445523892,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,0.04208886913181978,-0.15539322797690663,-0.45311548450082245,0.2677335233002197,0.748030188135074,1,0,0,0,0,0,0,0,0.9347826086956523,0.8666666666666671,0.918181818181818,0.5,0.051470588235294115,0.11475409836065574,0.06542056074766354,7,5,1.0,0.0,2,1,3,1,6,1,2.0,9,1.0,3,9,3
3,1,2,1,1,2,1,3,5,0,0,1,1,2,1,3,4,1,2,2,2,0,8,0,1,3,3,3,3,4,4,4,3,3,-1,3,4,1,1,5,1,8,1,-1,-0.3972989584844474,-0.8184522050061466,0.1422724545662865,0.18333722536597255,-0.6448062732463087,-0.42942759047091816,1.146833687942509,0.5407970296739096,0.786091749421831,-0.9503365061005771,0.5845399095206661,0.5204216773423648,0.06718843728723103,-0.44989127489143454,-0.6238194463084881,0.5487844461096572,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,0.3367960930433249,0.3537015464700884,-0.01465324885338359,1.52877190122389,-1.1673360953945462,1,0,0,1,0,0,0,0,0.3115942028985508,0.3333333333333357,0.8909090909090907,0.0,0.6691176470588235,0.6065573770491803,0.07476635514018691,7,5,1.0,0.0,1,0,3,1,7,1,3.0,2,1.0,1,8,1
3,1,2,1,2,2,1,3,5,0,0,2,4,2,1,3,3,3,2,2,2,3,10,4,5,6,4,3,4,3,5,4,3,3,-1,3,4,1,3,6,1,8,2,-1,0.7186945499231129,1.3330383034578963,0.7505413046368722,0.07748514859296553,0.2543869035374209,0.12469793819929306,1.2096300564782874,1.2828939401506345,1.5832572579330517,1.0796954793612952,0.9918946164525768,-0.26725243996156123,0.6749348288207299,0.3508044217576903,-0.5997188332014313,1.296024966267161,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,-0.028380957973377717,-0.15539322797690663,-1.5063569491875206,0.6597121131265273,0.3257565099830157,1,0,0,0,0,0,0,0,0.9275362318840585,0.8333333333333357,0.9090909090909065,0.5,0.058823529411764705,0.14754098360655737,0.07476635514018691,8,5,1.0,0.0,2,1,4,1,9,1,3.0,12,1.0,3,12,4
3,1,2,1,0,2,1,3,1,0,0,1,3,2,1,3,1,3,2,1,2,3,4,4,5,2,3,3,4,3,5,3,3,3,-1,3,4,1,1,6,1,8,1,3,0.7609129093056839,-0.8184522050061466,0.8204952029025555,-1.3132749310823801,-0.5475575568462505,-1.0338645635975494,1.0897940088762954,-0.15417305342089996,0.08483890262159699,0.5666249942664207,0.5140553171794723,-1.384624354839975,0.7454660871960515,1.303209948914922,-1.1476237262686029,-0.14681043869535548,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,-1.1255312039809322,-2.3698266179737044,0.4777182681337823,1.6274970658238912,-0.47715198805562314,1,0,0,0,1,0,0,1,0.8768115942028984,0.75,0.8454545454545439,0.75,0.11764705882352941,0.2459016393442623,0.14953271028037382,5,5,1.0,0.0,1,1,1,1,5,0,2.0,10,1.0,2,7,4
3,1,2,1,0,2,1,3,3,0,0,3,4,2,1,3,4,3,2,2,2,3,9,4,5,4,4,3,5,3,5,4,3,3,-1,4,4,1,3,6,1,8,2,-1,0.32492027062854795,1.2207486201225062,1.2496892318011097,-0.3415630698418029,1.3815116768492015,1.336245090820105,-0.871454313985703,0.5003061973170215,0.7607685690359999,1.1667060821812678,0.81016862696378,-1.015259826484412,1.1807336833856672,1.0103189438002123,0.8241158444548118,0.5081461636631507,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,0.17657276409355727,-0.15539322797690663,-0.45311548450082245,0.4345711748451982,0.9544246633975557,1,0,0,0,0,0,0,0,0.9565217391304355,0.9166666666666643,0.9454545454545453,0.25,0.022058823529411763,0.04918032786885246,0.02803738317757009,8,5,1.0,0.0,2,0,3,1,7,1,2.0,8,1.0,2,9,3
3,1,2,1,1,5,1,3,5,0,0,3,2,2,1,3,3,3,2,1,2,3,6,2,2,6,3,3,4,3,5,3,3,3,-1,3,4,1,2,5,4,8,2,-1,0.0470229275340704,1.26807567195152,0.9243794097927136,-0.6455723467675034,0.1705291139492479,0.01853548565254551,1.1968086853445428,1.131410096941207,0.10264207428599587,1.1418480614796371,1.4135622100946135,-0.9916984702678471,0.8750080539968966,0.9909267586033403,-0.08526728315342579,1.1431145639605065,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,0.5986222229713032,-0.5564045077988276,-0.8439063728478028,1.7905222742781426,-0.42978876611553457,1,1,0,1,0,0,0,1,0.7318840579710155,0.38333333333333286,0.6636363636363605,0.75,0.2647058823529412,0.6065573770491803,0.3364485981308411,7,6,1.0,0.0,2,1,3,1,7,2,2.0,11,1.0,3,10,4
1,1,2,1,0,0,1,3,1,0,0,1,1,2,1,1,3,1,2,2,2,0,1,3,1,2,3,3,3,3,4,3,2,3,-1,4,4,1,1,1,1,7,1,-1,-0.8818355907426132,-0.8184522050061466,-1.3531585036143856,0.9079753431373495,-0.17969222855402106,-0.23389162555078566,1.1458068234048704,0.6388653828380432,0.0312604716829801,0.838482730386745,-1.0713069393887342,1.2212479951461275,-1.3653620966397506,-1.2671350084011344,0.674124003433243,0.6472669603405357,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,1.365585686393194,-1.725348665715072,1.6400139926879174,1.2376493942290798,-0.6237517591652004,1,0,0,1,0,0,0,0,0.42753623188405854,0.0,0.2818181818181813,0.5,0.5661764705882353,0.9672131147540984,0.719626168224299,7,5,0.0,0.0,2,0,2,2,8,2,2.0,4,0.0,2,10,2
3,1,2,1,1,0,0,0,2,0,0,1,1,2,1,3,3,3,2,2,2,3,0,1,1,1,3,3,3,3,5,3,4,3,-1,4,4,1,1,6,1,8,2,-1,-0.9386141610806186,-0.8184522050061466,0.9181981613926016,-0.9288390834738599,-0.09025843634909894,-0.06809274202531757,-0.871454313985703,-0.8575659935334189,-1.228751113642681,-0.9503365061005771,-0.336169277026599,-1.1727771318077433,0.8441758567528158,1.1377570137392636,0.3605098849931146,-0.8467262255886321,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,-0.1720502541805318,-0.15539322797690663,2.9657146099146257,-0.7217040463941119,-1.443973158762199,1,0,0,0,0,0,0,0,0.4855072463768124,0.0,0.35454545454545183,0.5,0.5073529411764706,0.9672131147540984,0.6448598130841121,5,6,1.0,0.0,1,0,2,2,5,2,1.0,1,1.0,1,6,1
